id,adult,budget,homepage,original_language,original_title,title,tagline,overview,popularity,release_date,revenue,runtime
880,False,900000,,nl,Antonia,"Antonia's Line","A motion picture that celebrates everything you love about life.","After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",2.030174,1995-09-12,0,102.0
146599,False,0,,en,"Once Upon a Time... When We Were Colored","Once Upon a Time... When We Were Colored",,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",0.252287,1996-01-26,0,115.0
188588,False,0,,en,"Last Summer in the Hamptons","Last Summer in the Hamptons",,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",0.531159,1995-11-22,0,108.0
8447,False,0,,en,"Angels and Insects","Angels and Insects","An elegant seduction. An erotic deception. A stunning revelation.","In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",2.15166,1995-09-10,0,118.0
10534,False,38000000,,en,"White Squall","White Squall",,"Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.",9.568604,1996-02-02,10300000,129.0
17414,False,16000000,,en,"Dunston Checks In","Dunston Checks In","He's about to turn a Five Star Hotel into a three ring circus.","Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",4.814825,1996-01-12,0,88.0
13997,False,0,,en,"Black Sheep","Black Sheep","There's one in every family.","When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",8.963037,1996-02-01,32,87.0
2086,False,8169363,,en,"Nick of Time","Nick of Time",,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",6.848591,1995-11-22,8175346,90.0
61548,False,0,,en,"The Journey of August King","The Journey of August King",,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",0.411424,1995-09-14,0,91.0
9095,False,47000000,,en,"Mary Reilly","Mary Reilly","The untold story of Jekyll and Hyde","A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",12.866139,1996-02-23,12379402,104.0
12158,False,14000000,,en,"Vampire in Brooklyn","Vampire in Brooklyn","A comic tale of horror and seduction.","Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",9.071127,1995-10-26,19800000,100.0
9283,False,0,,en,"Beautiful Girls","Beautiful Girls","Good times never seemed so good,","During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",4.670562,1996-02-09,0,112.0
9208,False,50000000,,en,"Broken Arrow","Broken Arrow","Prepare to Go Ballistic.","When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",14.957626,1996-02-09,150270147,108.0
40154,False,0,,en,"A Midwinter's Tale","A Midwinter's Tale","The drama. The passion. The intrigue... And the rehearsals haven't even started.","Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",0.513391,1995-12-01,0,99.0
406,False,3000000,,fr,"La Haine","La Haine","Three Young Friends... One Last Chance.","Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",12.108196,1995-05-31,0,98.0
45549,False,0,,en,Shopping,Shopping,"No one leaves without paying...","A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",2.657647,1994-12-06,0,105.0
63076,False,0,http://www.nickbroomfield.com/heidifleiss.html,en,"Heidi Fleiss: Hollywood Madam","Heidi Fleiss: Hollywood Madam",,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",0.638211,1995-12-27,0,106.0
